Date,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2017-09-27,167.68,-0.9414,0.054,0.905,0.041,165.9,168.34,165.57,19131680
2017-09-28,168.73,0.999,0.037,0.814,0.149,167.94,169.0696,167.16,12157690
2017-09-29,170.87,0.9971,0.03,0.83,0.14,168.83,171.66,168.81,15274870
2017-10-02,169.47,0.9591,0.075,0.812,0.113,171.39,171.87,168.75,13350740
2017-10-03,169.96,0.9865,0.036,0.846,0.117,169.3,170.73,169.2,8177141
2017-10-04,168.42,0.969,0.045,0.857,0.098,169.83,170.67,168.29,11926980
2017-10-05,171.24,0.9933,0.051,0.847,0.103,169.18,171.31,168.6,14453310
2017-10-06,172.23,0.9228,0.074,0.804,0.122,170.25,172.37,169.75,12711640
2017-10-09,172.5,0.9509,0.023,0.889,0.088,172.7,174.88,172.0,14552670
2017-10-10,171.59,0.9941,0.031,0.865,0.104,173.0,173.2,170.8,11330830
2017-10-11,172.74,0.9951,0.052,0.815,0.134,171.95,172.78,171.4,11251830
2017-10-12,172.55,0.7579,0.05,0.854,0.096,172.61,173.85,172.29,10461960
2017-10-13,173.74,-0.8256,0.11,0.79,0.1,173.45,174.65,173.2,13601140
2017-10-16,174.52,0.9927,0.044,0.854,0.102,174.49,175.0,174.06,11455560
2017-10-17,176.11,0.9917,0.046,0.84,0.115,174.71,176.13,174.36,15926670
2017-10-18,176.03,0.9667,0.051,0.855,0.094,176.65,176.74,175.75,12723070
2017-10-19,174.56,-0.993,0.141,0.783,0.076,174.93,176.03,172.63,13873480
2017-10-20,174.98,0.7617,0.109,0.784,0.107,175.5,175.88,174.63,12422870
2017-10-23,171.27,-0.8468,0.097,0.826,0.076,175.2,175.34,171.25,13807700
2017-10-24,171.8,0.996,0.032,0.872,0.096,172.3,173.24,171.5,12163060
2017-10-25,170.6,0.9916,0.046,0.86,0.094,171.9,172.25,168.89,15861100
2017-10-26,170.63,0.9974,0.016,0.844,0.14,171.38,172.285,170.39,11690100
2017-10-27,177.88,0.935,0.052,0.878,0.07,174.15,178.21,173.9,30266080
2017-10-30,179.87,0.9979,0.071,0.783,0.146,179.26,180.69,177.61,24309980
2017-10-31,180.06,0.9913,0.071,0.819,0.11,180.57,180.8,178.94,19936260
2017-11-01,182.66,0.8466,0.049,0.882,0.068,182.36,182.9,180.57,37999510
2017-11-02,178.92,-0.4019,0.105,0.801,0.093,180.63,181.94,177.34,35448690
2017-11-03,178.92,-0.8074,0.241,0.675,0.084,179.29,179.86,176.71,17789310
2017-11-06,180.17,0.9846,0.028,0.839,0.134,178.56,180.45,178.31,13274060
2017-11-07,180.25,0.9987,0.043,0.804,0.153,180.5,180.7478,178.96,12895890
2017-11-08,179.56,0.89,0.039,0.899,0.063,179.79,180.35,179.11,10467000
2017-11-09,179.3,0.9972,0.037,0.854,0.109,178.31,179.4,177.09,12599830
2017-11-10,178.46,0.9915,0.062,0.8,0.138,178.35,179.0999,177.96,11058700
2017-11-13,178.77,0.3691,0.051,0.896,0.054,177.5,179.04,177.3,9514524
2017-11-14,178.07,0.9578,0.061,0.854,0.085,178.13,178.97,177.18,9535750
2017-11-15,177.95,0.9375,0.054,0.862,0.084,176.66,178.57,176.4,10220940
2017-11-16,179.59,0.9954,0.038,0.842,0.12,178.76,179.83,178.5,15230070
2017-11-17,179.0,0.9944,0.047,0.843,0.111,179.3,179.98,178.9,13005190
2017-11-20,178.74,0.9959,0.032,0.818,0.149,178.87,179.5,178.1,9579637
2017-11-21,181.86,0.9976,0.042,0.828,0.13,179.15,181.89,178.99,14466710
2017-11-22,180.87,0.9949,0.058,0.812,0.13,181.3,181.73,180.44,10367990
2017-11-24,182.78,0.999,0.032,0.782,0.186,180.4,183.15,180.29,9426283
2017-11-27,183.03,0.9968,0.024,0.834,0.142,182.56,183.73,181.99,12290390
2017-11-28,182.42,0.9971,0.029,0.803,0.168,183.51,184.25,182.09,14366700
2017-11-29,175.13,-0.9778,0.112,0.804,0.084,181.89,181.97,174.0,41867070
2017-11-30,177.18,0.9621,0.067,0.842,0.091,176.85,178.275,175.2,25129620
2017-12-01,175.1,0.9804,0.07,0.81,0.121,176.03,177.48,172.34,19977450
2017-12-04,171.47,-0.6944,0.073,0.844,0.083,176.29,176.57,170.79,24420700
2017-12-05,172.83,0.9935,0.033,0.87,0.096,170.45,175.38,169.01,20162370
2017-12-06,176.06,0.9869,0.065,0.839,0.096,172.5,176.77,171.9,20177280
2017-12-07,180.14,0.999,0.046,0.795,0.159,175.8,180.39,175.8,20326090
2017-12-08,179.0,0.9092,0.052,0.819,0.129,181.53,182.28,178.7401,19505890
2017-12-11,179.04,0.7541,0.118,0.733,0.149,179.3,180.22,178.8,13153390
2017-12-12,176.96,0.9978,0.035,0.849,0.116,178.6,179.18,176.6,16785360
2017-12-13,178.3,0.9954,0.017,0.899,0.084,177.3,179.16,177.25,14607730
2017-12-14,178.39,0.9743,0.025,0.881,0.094,178.29,180.3601,177.68,13566430
2017-12-15,180.18,0.9877,0.03,0.856,0.114,179.02,180.4934,178.36,28450570
2017-12-18,180.82,0.994,0.021,0.855,0.124,181.01,181.3,179.75,17208480
2017-12-19,179.51,0.9898,0.059,0.82,0.121,179.95,180.08,178.22,14841100
2017-12-20,177.89,0.9865,0.043,0.849,0.108,179.81,179.81,177.36,11841860
2017-12-21,177.45,0.995,0.049,0.845,0.106,177.94,178.68,177.05,11143880
2017-12-22,177.2,0.6563,0.055,0.883,0.063,177.14,177.53,176.23,8498301
2017-12-26,175.99,-0.9982,0.188,0.738,0.073,176.63,177.0,174.67,8872001
2017-12-27,177.62,-0.8484,0.125,0.772,0.103,176.55,178.44,176.26,9491241
2017-12-28,177.92,0.9953,0.06,0.828,0.112,177.95,178.9367,177.68,12186930
2017-12-29,176.46,0.9988,0.048,0.803,0.149,178.0,178.85,176.46,10220640
2018-01-02,181.42,0.9437,0.085,0.812,0.103,177.68,181.58,177.55,17915900
2018-01-03,184.67,0.9965,0.021,0.813,0.167,181.88,184.78,181.33,16878260
2018-01-04,184.33,0.8466,0.056,0.832,0.113,184.9,186.21,184.0996,13863960
2018-01-05,186.85,0.9984,0.034,0.831,0.135,185.59,186.9,184.93,13553640
2018-01-08,188.28,0.9855,0.121,0.732,0.146,187.2,188.9,186.33,17975230
2018-01-09,187.87,0.8591,0.102,0.73,0.168,188.7,188.8,187.1,12358070
2018-01-10,187.84,0.9809,0.03,0.881,0.089,186.94,187.89,185.63,10517270
2018-01-11,187.77,-0.8625,0.148,0.725,0.127,188.4,188.4,187.38,8975761
2018-01-12,179.37,0.9198,0.058,0.82,0.122,178.06,181.48,177.4,77429430
2018-01-16,178.39,0.8784,0.057,0.863,0.08,181.5,181.75,178.04,35301770
2018-01-17,177.6,0.9959,0.039,0.884,0.077,179.26,179.32,175.8,27781620
2018-01-18,179.8,-0.9602,0.058,0.893,0.048,178.13,180.98,177.08,23244010
2018-01-19,181.29,0.9956,0.032,0.864,0.104,180.85,182.37,180.1702,26592440
2018-01-22,185.37,0.9904,0.047,0.85,0.102,180.8,185.39,180.41,21005910
2018-01-23,189.35,0.997,0.035,0.847,0.119,186.05,189.55,185.55,25535950
2018-01-24,186.55,0.9961,0.029,0.88,0.091,189.89,190.66,186.52,23423200
2018-01-25,187.48,0.9968,0.026,0.868,0.106,187.95,188.62,186.6,17329360
2018-01-26,190.0,0.9816,0.05,0.855,0.095,187.75,190.0,186.81,17423300
2018-01-29,185.98,-0.9698,0.125,0.78,0.095,188.75,188.84,185.6301,20297330
2018-01-30,187.12,0.9488,0.074,0.838,0.088,183.01,188.18,181.84,20724760
2018-01-31,186.89,0.994,0.039,0.868,0.093,188.37,189.83,185.22,36542750
2018-02-01,193.09,0.9954,0.021,0.883,0.096,188.22,195.32,187.89,53938680
2018-02-02,190.28,0.9962,0.059,0.822,0.119,192.04,194.21,189.98,25954720
2018-02-05,181.26,0.9928,0.046,0.855,0.099,186.93,190.61,180.61,32772080
2018-02-06,185.31,0.3227,0.069,0.856,0.075,178.57,185.77,177.74,37640430
2018-02-07,180.18,0.8504,0.067,0.843,0.091,184.15,185.0817,179.95,27130700
2018-02-08,171.58,0.9975,0.031,0.867,0.103,181.01,181.84,171.4815,38167570
2018-02-09,176.11,0.9002,0.076,0.78,0.145,174.76,176.9,167.18,39826840
2018-02-12,176.41,-0.3818,0.076,0.859,0.064,177.06,177.545,171.84,32005590
2018-02-13,173.15,0.9873,0.053,0.835,0.111,175.62,175.97,173.1,21431580
2018-02-14,179.52,0.8072,0.073,0.839,0.087,173.45,179.81,173.2119,28852470
2018-02-15,179.96,0.996,0.039,0.851,0.109,180.5,180.5,176.84,20697440
2018-02-16,177.36,0.9798,0.042,0.87,0.088,178.99,179.88,176.3,20815180
2018-02-20,176.01,-0.8253,0.093,0.845,0.061,175.77,177.95,175.11,21037920
2018-02-21,177.91,0.9778,0.032,0.889,0.079,176.71,181.27,176.4,23166300
2018-02-22,178.99,0.9836,0.062,0.843,0.095,178.7,180.21,177.41,17766680
2018-02-23,183.29,0.6142,0.031,0.921,0.048,179.9,183.39,179.51,18811750
2018-02-26,184.93,-0.6605,0.039,0.91,0.051,184.58,185.66,183.2228,17583030
2018-02-27,181.46,0.9459,0.04,0.885,0.076,184.45,184.7,181.46,15768550
2018-02-28,178.32,0.9746,0.087,0.778,0.135,182.3,182.88,178.14,18613520
2018-03-01,175.94,0.9927,0.04,0.828,0.133,179.01,180.12,174.41,23161610
2018-03-02,176.62,0.4019,0.077,0.84,0.084,173.29,177.11,172.99,19835420
2018-03-05,180.4,0.9975,0.04,0.833,0.127,176.2,181.1475,175.89,16098150
2018-03-06,179.78,-0.9524,0.104,0.896,0.0,181.78,182.38,179.11,14868900
2018-03-07,183.71,0.5451,0.048,0.898,0.054,178.74,183.82,178.07,19007100
2018-03-08,182.34,0.9984,0.039,0.834,0.127,183.56,184.4,181.45,16920570
2018-03-09,185.23,0.8126,0.072,0.819,0.109,183.91,185.51,183.21,18187880
2018-03-12,184.76,0.9906,0.061,0.784,0.155,185.23,186.1,184.22,15194040
2018-03-13,181.88,0.977,0.035,0.89,0.074,185.61,185.99,181.11,17873720
2018-03-14,184.19,-0.6666,0.062,0.883,0.055,182.6,184.25,181.85,16814350
2018-03-15,183.86,0.7945,0.09,0.814,0.096,183.24,184.0,182.19,15638830
2018-03-16,185.09,-0.7724,0.074,0.864,0.062,184.49,185.33,183.41,23699600
2018-03-19,172.56,0.9967,0.023,0.877,0.101,177.01,177.17,170.06,87171850
2018-03-20,168.15,0.9909,0.035,0.859,0.106,167.47,170.2,161.95,129654100
2018-03-21,169.39,0.9732,0.032,0.892,0.075,164.8,173.4,163.3,106166700
2018-03-22,164.89,-0.9109,0.081,0.859,0.06,166.13,170.27,163.72,73554350
2018-03-23,159.39,0.4404,0.077,0.837,0.087,165.44,167.1,159.02,53478870
2018-03-26,160.06,0.9827,0.062,0.828,0.109,160.82,161.1,149.02,125971800
2018-03-27,152.22,0.9809,0.031,0.912,0.057,156.31,162.85,150.75,77468330
2018-03-28,153.03,0.873,0.062,0.863,0.075,151.65,155.88,150.8,59803800
2018-03-29,159.79,0.9976,0.012,0.887,0.101,155.15,161.42,154.14,59266330
2018-04-02,155.39,0.9811,0.0,0.851,0.149,157.81,159.2,154.111,36715460
2018-04-03,156.11,-0.7269,0.15,0.762,0.088,156.55,157.39,150.81,42518400
2018-04-04,155.1,0.7698,0.07,0.847,0.083,152.025,155.56,150.51,49542320
2018-04-05,159.34,0.996,0.032,0.87,0.097,161.56,161.575,156.65,41138460
2018-04-06,157.2,0.9943,0.045,0.862,0.093,157.73,161.42,156.81,41397190
2018-04-09,157.93,0.9985,0.034,0.788,0.178,157.82,160.53,156.04,34671420
2018-04-10,165.04,0.9882,0.094,0.764,0.142,157.93,165.98,157.01,58051080
2018-04-11,166.32,0.6124,0.034,0.896,0.07,165.36,168.65,163.25,56011860
2018-04-12,163.87,0.9857,0.062,0.833,0.104,166.98,167.45,163.1,38195140
2018-04-13,164.52,-0.7627,0.088,0.836,0.076,164.58,165.7036,163.77,19450140
2018-04-16,164.83,-0.8924,0.087,0.839,0.075,165.725,165.78,163.39,17951530
2018-04-17,168.66,0.9375,0.065,0.841,0.094,165.83,169.0,165.66,21986820
2018-04-18,166.36,0.9906,0.051,0.805,0.143,166.88,168.12,165.77,20248580
2018-04-19,168.1,-0.9717,0.086,0.866,0.048,166.2,168.33,165.2,21921120
2018-04-20,166.28,-0.9433,0.078,0.859,0.063,167.79,168.43,165.81,18917050
2018-04-23,165.84,0.979,0.072,0.824,0.105,167.27,168.45,165.09,22894510
2018-04-24,159.69,0.9915,0.078,0.801,0.121,165.43,166.1,158.19,34981150
2018-04-25,159.69,-0.1619,0.046,0.905,0.049,160.145,161.06,156.19,38451590
2018-04-26,174.16,0.9956,0.042,0.85,0.107,173.22,176.27,170.8,77391810
2018-04-27,173.59,0.9581,0.074,0.81,0.116,176.81,177.1,172.6,29773640
2018-04-30,172.0,-0.966,0.095,0.836,0.069,173.79,175.72,171.71,20662060
2018-05-01,173.86,-0.9012,0.072,0.885,0.043,172.0,174.02,170.23,26001150
2018-05-02,176.07,0.9831,0.1,0.774,0.126,174.246,178.08,174.2,29812020
2018-05-03,174.02,0.8723,0.043,0.886,0.071,175.13,176.12,172.12,23908500
2018-05-04,176.61,0.4005,0.075,0.844,0.081,173.08,176.98,173.06,17668270
2018-05-07,177.97,0.9472,0.01,0.913,0.077,177.35,179.5,177.17,18302910
2018-05-08,178.92,0.7037,0.008,0.954,0.037,178.25,179.04,177.11,15482580
2018-05-09,182.66,0.9982,0.048,0.764,0.188,179.67,183.01,178.7807,23266280
2018-05-10,185.53,-0.9865,0.136,0.772,0.092,183.15,186.1292,182.5,20931530
2018-05-11,186.99,-0.9257,0.121,0.771,0.108,184.85,188.32,184.18,21197800
2018-05-14,186.64,-0.756,0.09,0.839,0.071,187.71,187.86,186.2,15480030
2018-05-15,184.32,0.9958,0.048,0.839,0.113,184.88,185.29,183.2,15409930
2018-05-16,183.2,0.8249,0.056,0.874,0.07,183.695,184.32,182.66,16842080
2018-05-17,183.76,0.9631,0.035,0.893,0.072,182.68,184.06,182.22,14695830
2018-05-18,182.68,0.9946,0.068,0.798,0.134,183.49,184.19,182.61,13066220
2018-05-21,184.49,0.9773,0.059,0.836,0.105,183.77,185.3,183.13,13078810
2018-05-22,183.8,0.9623,0.059,0.83,0.111,184.93,185.42,183.43,12267860
2018-05-23,186.9,0.9425,0.049,0.869,0.082,182.5,186.91,182.18,16594310
2018-05-24,185.93,0.9885,0.052,0.867,0.081,185.88,186.8,185.03,11628050
2018-05-25,184.92,0.9953,0.049,0.818,0.133,186.02,186.33,184.45,10730560
2018-05-29,185.74,0.9995,0.044,0.765,0.191,184.34,186.81,183.71,16348650
2018-05-30,187.67,0.9907,0.036,0.86,0.103,186.54,188.0,185.25,13636820
2018-05-31,191.78,0.9387,0.063,0.858,0.08,187.87,192.72,187.48,30727790
2018-06-01,193.99,0.8484,0.072,0.812,0.116,193.065,194.5492,192.07,17278520
2018-06-04,193.28,0.9793,0.031,0.881,0.087,191.84,193.98,191.47,18881330
2018-06-05,192.94,0.9857,0.024,0.854,0.122,194.3,195.0,192.62,15059480
2018-06-06,191.34,0.9787,0.042,0.857,0.102,191.025,192.53,189.11,22500160
2018-06-07,188.18,0.9041,0.069,0.828,0.104,190.75,190.97,186.77,21451790
2018-06-08,189.1,-0.9737,0.094,0.842,0.065,187.53,189.4754,186.43,12503130
2018-06-11,191.54,0.9955,0.063,0.803,0.134,188.81,192.6,188.8,12885730
2018-06-12,192.4,0.9843,0.078,0.816,0.106,192.17,193.28,191.56,11217070
2018-06-13,192.41,0.9955,0.057,0.806,0.138,192.74,194.5,191.91,15121450
2018-06-14,196.81,0.9964,0.028,0.841,0.132,193.1,197.28,192.91,19096760
2018-06-15,195.85,0.8009,0.064,0.858,0.078,195.79,197.07,194.64,21833150
2018-06-18,198.31,0.9924,0.05,0.823,0.127,194.8,199.58,194.13,16470990
2018-06-19,197.49,-0.9239,0.073,0.869,0.058,196.235,197.96,193.79,19968690
2018-06-20,202.0,-0.4528,0.083,0.838,0.079,199.1,203.55,198.805,28175590
2018-06-21,201.5,-0.9339,0.093,0.856,0.05,202.76,203.39,200.09,18906350
2018-06-22,201.74,0.9883,0.059,0.794,0.147,201.16,202.24,199.31,17050440
2018-06-25,196.35,-0.9749,0.09,0.884,0.026,200.0,200.0,193.11,25170720
2018-06-26,199.0,0.9952,0.014,0.889,0.097,197.6,199.1,196.23,17869610
2018-06-27,195.84,-0.9882,0.124,0.801,0.075,199.18,200.75,195.8,18697530
2018-06-28,196.23,0.7676,0.091,0.806,0.104,195.18,197.34,193.26,18153600
2018-06-29,194.32,0.9704,0.061,0.83,0.109,197.32,197.5997,193.955,15516540
2018-07-02,197.36,0.9715,0.039,0.886,0.074,193.37,197.45,192.22,13735130
2018-07-03,192.73,0.9249,0.054,0.861,0.085,194.55,195.4,192.52,13489510
2018-07-05,198.45,0.9985,0.028,0.847,0.124,194.74,198.65,194.03,19582000
2018-07-06,203.23,0.2609,0.072,0.846,0.083,198.45,203.64,197.7,19687900
2018-07-09,204.74,0.9801,0.07,0.827,0.103,204.93,205.8,202.1201,18133700
2018-07-10,203.54,-0.9081,0.161,0.736,0.103,204.5,204.91,202.26,12868530
2018-07-11,202.54,0.7608,0.075,0.845,0.08,202.22,204.5,201.75,12729340
2018-07-12,206.92,-0.2975,0.1,0.801,0.098,203.43,207.08,203.19,15439760
2018-07-13,207.32,0.9986,0.019,0.791,0.191,207.81,208.43,206.45,11421420
2018-07-16,207.23,0.8759,0.077,0.822,0.101,207.5,208.72,206.84,10866950
2018-07-17,209.99,0.9411,0.057,0.831,0.112,204.9,210.46,204.84,15239470
2018-07-18,209.36,0.988,0.034,0.837,0.13,209.82,210.99,208.44,15322340
2018-07-19,208.09,0.9849,0.046,0.847,0.107,208.77,209.99,207.76,11186170
2018-07-20,209.94,0.9758,0.03,0.884,0.086,208.85,211.5,208.5,16152700
2018-07-23,210.91,0.949,0.086,0.787,0.127,210.58,211.62,208.8,15933870
2018-07-24,214.67,-0.5913,0.091,0.825,0.085,215.11,216.2,212.6,28318380
2018-07-25,217.5,0.995,0.035,0.863,0.102,215.715,218.62,214.27,45279590
2018-07-26,176.26,0.9646,0.06,0.845,0.095,174.89,180.13,173.75,169059900
2018-07-27,174.89,0.9616,0.083,0.798,0.119,179.87,179.93,173.0,59700640
2018-07-30,171.06,0.9778,0.059,0.845,0.096,175.3,175.3,166.56,65129810
2018-07-31,172.58,0.9972,0.027,0.863,0.11,170.67,174.24,170.0,40213830
2018-08-01,171.65,0.9784,0.046,0.881,0.073,173.93,175.08,170.9,33979910
2018-08-02,176.37,0.9746,0.077,0.8,0.123,170.68,176.79,170.27,32235750
2018-08-03,177.78,0.9709,0.087,0.79,0.124,177.69,178.85,176.15,24730780
2018-08-06,185.69,-0.9926,0.121,0.817,0.062,178.97,185.79,178.38,49600350
2018-08-07,183.81,0.3598,0.029,0.887,0.084,186.5,188.3,183.72,33127670
2018-08-08,185.18,0.7988,0.056,0.874,0.069,184.75,186.85,183.76,22178460
2018-08-09,183.09,-0.9495,0.083,0.872,0.045,185.849,186.57,182.48,19652850
2018-08-10,180.26,0.9892,0.062,0.818,0.12,182.04,182.1,179.42,21467940
2018-08-13,180.05,-0.5156,0.079,0.84,0.081,180.1,182.61,178.9,17349150
2018-08-14,181.11,0.7937,0.075,0.839,0.086,180.71,181.99,178.62,18961200
2018-08-15,179.53,-0.1531,0.065,0.87,0.065,179.34,180.87,174.78,32658240
2018-08-16,174.7,0.963,0.076,0.813,0.111,180.42,180.5,174.01,31161240
2018-08-17,173.8,0.9757,0.069,0.787,0.144,174.5,176.22,172.04,24819470
2018-08-20,172.5,-0.9933,0.109,0.838,0.053,174.04,174.57,170.91,21449120
2018-08-21,172.62,0.9781,0.048,0.875,0.078,172.81,174.17,171.39,19475690
2018-08-22,173.64,0.9996,0.042,0.768,0.191,172.21,174.24,172.13,16760320
2018-08-23,172.9,0.9662,0.049,0.871,0.08,173.09,175.55,172.83,17945260
2018-08-24,174.645,0.9827,0.061,0.798,0.141,173.7,174.82,172.92,14519920
2018-08-27,177.46,0.9837,0.03,0.867,0.103,175.99,178.67,175.79,17853600
2018-08-28,176.26,0.9962,0.024,0.832,0.144,178.1,178.2399,175.83,15720690
2018-08-29,175.9,0.9819,0.036,0.874,0.09,176.295,176.79,174.75,18357780
2018-08-30,177.64,-0.9619,0.059,0.9,0.041,175.9,179.7901,175.7,24105390
2018-08-31,175.73,0.9596,0.089,0.809,0.102,177.15,177.62,174.9815,18025110
2018-09-04,171.16,-0.9648,0.116,0.775,0.109,173.5,173.89,168.8,29460630
2018-09-05,167.18,0.9935,0.046,0.828,0.126,169.49,171.125,166.67,31191210
2018-09-06,162.53,0.9795,0.013,0.822,0.165,166.98,166.98,160.0,41418330
2018-09-07,163.04,0.9528,0.053,0.867,0.081,160.31,164.6269,160.16,24151910
2018-09-10,164.18,0.9921,0.043,0.853,0.103,163.51,165.01,162.16,19896190
2018-09-11,165.94,0.9909,0.062,0.818,0.121,163.94,167.19,163.72,20285090
2018-09-12,162.0,-0.5994,0.113,0.815,0.072,163.25,164.49,161.8,24033850
2018-09-13,161.36,0.9923,0.07,0.819,0.111,162.0,163.32,160.86,25376900
2018-09-14,162.32,0.986,0.058,0.842,0.1,161.715,162.84,160.34,21682850
2018-09-17,160.58,-0.9963,0.15,0.746,0.105,161.92,162.06,159.77,20951950
2018-09-18,160.3,-0.6052,0.116,0.764,0.12,159.39,161.7639,158.8656,22331470
2018-09-19,163.06,0.993,0.026,0.89,0.084,160.08,163.44,159.48,19568020
2018-09-20,166.02,0.9923,0.058,0.811,0.132,164.5,166.45,164.4722,18812060
2018-09-21,162.93,0.8159,0.08,0.827,0.094,166.64,167.25,162.81,45847680
2018-09-24,165.41,0.9861,0.017,0.906,0.077,161.03,165.7,160.88,18907320
2018-09-25,164.91,0.8633,0.109,0.767,0.123,161.99,165.59,161.15,27430470
2018-09-26,166.95,-0.594,0.057,0.888,0.055,164.3,169.3,164.21,24271500
2018-09-27,168.84,0.9967,0.032,0.821,0.147,167.55,171.77,167.21,27192570
2018-09-28,164.46,0.9829,0.084,0.788,0.129,168.33,168.79,162.56,33786480
2018-10-01,162.44,0.9768,0.05,0.873,0.076,163.03,165.88,161.26,26260420
2018-10-02,159.33,0.9729,0.099,0.666,0.235,161.58,162.28,158.67,35303190
2018-10-03,162.43,-0.128,0.083,0.838,0.08,160.0,163.66,159.53,23086120
2018-10-04,158.85,0.9914,0.035,0.835,0.13,161.46,161.46,157.35,25707300
2018-10-05,157.33,0.9994,0.018,0.803,0.179,159.21,160.9,156.2,25727470
2018-10-08,157.25,0.4089,0.067,0.858,0.075,155.54,158.34,154.39,23825100
2018-10-09,157.9,0.988,0.088,0.792,0.119,157.69,160.59,157.42,18494270
2018-10-10,151.38,0.9897,0.066,0.802,0.133,156.82,157.69,151.31,30143210
2018-10-11,153.35,0.9346,0.059,0.836,0.105,150.13,154.81,149.16,35225150
2018-10-12,153.74,-0.996,0.176,0.708,0.116,156.73,156.89,151.2998,25209770
2018-10-15,153.52,0.9858,0.037,0.872,0.091,153.32,155.57,152.55,15194060
2018-10-16,158.78,0.9954,0.035,0.815,0.15,155.4,159.46,155.01,18711620
2018-10-17,159.42,0.9092,0.042,0.882,0.076,159.56,160.49,157.95,17307030
2018-10-18,154.92,0.9895,0.018,0.881,0.101,158.51,158.66,153.28,21123820
2018-10-19,154.05,0.9619,0.025,0.917,0.057,155.86,157.35,153.55,19636460
2018-10-22,154.78,0.9941,0.053,0.806,0.14,154.76,157.34,154.46,15381630
2018-10-23,154.39,0.9963,0.04,0.84,0.12,151.22,154.77,150.85,19066360
2018-10-24,146.04,-0.9734,0.088,0.867,0.045,154.28,154.65,145.6,27574300
2018-10-25,150.95,-0.8504,0.086,0.847,0.067,147.73,152.21,147.0,22000170
2018-10-26,145.37,0.991,0.079,0.764,0.158,145.82,149.0,143.8,31235150
2018-10-29,142.09,0.9876,0.054,0.852,0.095,148.5,148.83,139.03,31270990
2018-10-30,146.22,0.9844,0.015,0.94,0.045,139.935,146.64,139.7419,45351650
2018-10-31,151.79,0.996,0.037,0.836,0.127,155.0,156.4,148.96,59983970
2018-11-01,151.75,0.9074,0.053,0.869,0.078,151.52,152.75,149.35,25435380
2018-11-02,150.35,0.8807,0.039,0.871,0.09,151.8,154.13,148.96,24479290
2018-11-05,148.68,0.9983,0.01,0.877,0.112,150.1,150.19,147.44,15894150
2018-11-06,149.94,0.3513,0.081,0.833,0.086,149.31,150.97,148.0,16302120
2018-11-07,151.53,-0.9768,0.102,0.812,0.086,151.57,153.01,149.83,21740210
2018-11-08,147.87,0.9159,0.029,0.875,0.096,150.49,150.94,146.74,24061590
2018-11-09,144.96,0.9925,0.056,0.828,0.115,146.75,147.76,144.07,17305480
2018-11-12,141.55,-0.9837,0.111,0.822,0.067,144.48,145.04,140.4899,18387680
2018-11-13,142.16,-0.9955,0.129,0.8,0.071,142.0,144.88,141.62,15062230
2018-11-14,144.22,0.977,0.083,0.81,0.107,143.7,145.58,141.55,22019830
2018-11-15,143.85,-0.9249,0.079,0.853,0.067,142.33,144.84,140.83,29803280
2018-11-16,139.53,0.978,0.039,0.87,0.091,141.07,141.77,137.77,37139590
2018-11-19,131.55,-0.9984,0.171,0.762,0.066,137.61,137.75,131.21,44051860
2018-11-20,132.43,0.9969,0.105,0.745,0.15,127.03,134.1592,126.85,41888940
2018-11-21,134.82,0.922,0.061,0.862,0.077,134.4,137.19,134.13,25365750
2018-11-23,131.73,0.9928,0.065,0.791,0.143,133.65,134.5,131.2551,11886130
2018-11-26,136.38,0.9991,0.064,0.77,0.166,133.0,137.0,132.78,23459920
2018-11-27,135.0,-0.9489,0.091,0.834,0.075,135.75,136.6126,133.71,20477390
2018-11-28,136.76,0.9979,0.044,0.833,0.123,136.28,136.7899,131.85,28701670
2018-11-29,138.68,0.9726,0.078,0.806,0.116,135.92,139.99,135.66,23935390
2018-11-30,140.61,0.9967,0.079,0.75,0.171,138.26,140.966,137.36,25716150
2018-12-03,141.09,0.8979,0.057,0.871,0.072,143.0,143.6799,140.76,24697080
2018-12-04,137.93,0.9474,0.089,0.789,0.122,140.73,143.39,137.16,30227750
2018-12-06,139.63,0.9962,0.056,0.799,0.144,133.82,139.7,133.67,27625310
2018-12-07,137.42,0.9912,0.056,0.83,0.114,139.25,140.87,136.6566,20583170
2018-12-10,141.85,0.9853,0.042,0.852,0.106,139.6,143.05,139.01,26315700
2018-12-11,142.08,-0.9924,0.154,0.745,0.102,143.88,143.88,141.1,19429850
2018-12-12,144.5,-0.9667,0.117,0.809,0.074,143.08,147.19,142.51,23349970
2018-12-13,145.01,-0.9016,0.058,0.884,0.057,145.57,145.85,143.19,18090420
2018-12-14,144.06,-0.9947,0.139,0.786,0.075,143.34,146.01,142.51,21773500
2018-12-17,140.19,0.4383,0.083,0.835,0.082,143.08,144.92,138.42,23838160
2018-12-18,143.66,-0.6966,0.094,0.816,0.09,141.08,145.93,139.8301,23678090
2018-12-19,133.24,-0.9778,0.097,0.86,0.043,141.21,144.91,132.5,57110060
2018-12-20,133.4,0.9102,0.062,0.85,0.088,130.7,135.57,130.0,40202130
2018-12-21,124.95,0.3455,0.089,0.818,0.093,133.39,134.9,123.42,56624760
2018-12-24,124.06,0.8418,0.095,0.792,0.113,123.1,129.74,123.02,22066000
2018-12-26,134.18,0.9974,0.045,0.726,0.229,126.0,134.24,125.89,39526860
2018-12-27,134.52,0.9923,0.041,0.828,0.131,132.44,134.99,129.67,30305940
